,Location,Agg_CF_irri,Agg_CF_non_irri,country_area_km2
0,AF,58.639098360089044,31.63591903507405,658436.478955776
1,AL,36.57493232731354,9.070250717799372,49870.33205867991
2,DZ,66.2089164989113,37.03002811723648,2450281.5176088503
3,AS,0.0,4.417532544,
4,AD,64.95191477406048,13.272233194328336,
5,AO,4.579280496415789,9.912449816069078,1271830.2106951016
6,AI,0.0,22.37208753,
7,AG,10.347553273595228,4.883459208750397,
8,AR,37.596603738521736,4.192924708011247,4240282.950058198
9,AM,87.54854424472211,43.724455669098916,46316.80999942211
10,AW,0.0,0.0,
11,AU,72.79001338025758,25.406232462946438,9435406.132937845
12,AT,1.27877553707204,1.1428277757555647,182449.0564699956
13,AZ,86.82314737797756,44.40994216820609,125261.18090044004
14,BH,8.16267750817235,9.039942666458273,666.8964161845532
15,BD,3.0098973740139,2.3433382193036323,155970.68648195016
16,BB,17.511023203779086,7.600422936271781,
17,BY,3.760535113195919,2.988721965814759,585944.416547353
18,BE,2.2083444675531503,1.2043175045547272,74970.54510939136
19,BZ,1.2577994580650245,1.048442936666375,23997.38038692795
20,BJ,5.495187125781071,7.20022747339131,118945.65399688472
21,BT,1.0641911448235828,0.7646002044029668,47044.20920012014
22,BO,3.466269154261261,1.6847703661262203,1171384.6191014778
23,BA,1.335772551584449,1.0159558807257247,99138.60240099518
24,BW,13.036064469878731,33.043540384676554,675550.2253824231
25,BR,2.652893060671342,1.8989932826631863,8878082.27293213
26,VG,23.41098448,13.24066099,
27,BN,0.2049824882749789,0.179054933005011,5830.902900871027
28,BG,27.992197686372826,9.46870432241139,204179.81247052105
29,BF,16.841960283118038,19.563929583590326,286473.7147729755
30,BI,10.681816428326687,65.1932232126045,25260.579479318894
31,KH,9.433757716458599,3.346641001432287,187176.22585664157
32,CM,11.14672305692593,3.9564158055739513,467944.2209300634
33,CA,8.376902523465452,2.6855742526188093,42738501.0975513
34,CV,26.09498916,8.333333333,4001.7595038454765
35,CF,14.748426121847228,9.697818613656683,627342.0700937937
36,TD,12.316548464934858,35.81221696478642,1323200.0439881845
37,CL,83.20225548019475,35.141603959983314,1166768.0132350854
38,CN,45.84727840268823,27.080652570717337,11452361.831729643
39,CO,2.2472275379525786,0.7799854895953194,1138117.249076568
40,KM,5.432335254860832,9.801121882566173,1048.4414232577474
41,CG,0.7147520236320078,0.5631856173739518,340445.3456808302
42,CD,1.8744665258864392,9.382071336014338,2305179.560049029
43,CR,2.0541833368976854,0.6515817944917681,52695.12733537969
44,CI,6.371340865134937,5.865906125798616,324687.1960215201
45,HR,1.9170425501940505,1.3537920458282302,109204.17301593623
46,CU,3.8570834400720946,2.991052812002136,122154.27884451435
47,CY,76.64316305170694,48.66421805510681,13604.953658798155
48,CZ,1.8979158896809452,1.6925481676564431,188187.63913384842
49,DK,2.037254815985191,1.9885506406302287,128232.71366854981
50,DJ,13.145196890801383,34.404383264687716,21833.2605529551
51,DM,12.59639579,5.81812126881142,
52,DO,12.067685646257145,4.027195634265523,51634.332366336916
53,TL,11.263350569809466,3.327651115816896,14535.332859128182
54,EC,7.9875843359264485,2.1615744988731205,252147.3847872581
55,EG,95.67386144758288,98.40056827835187,1069995.3319285752
56,SV,1.5868201489537723,1.7100943661856582,21919.706736819997
57,GQ,0.0,0.2886514839842832,26341.05103354601
58,ER,44.68135371074887,36.04107426079488,127757.4776895413
59,EE,1.327984315692485,1.0712660268372438,156816.61153751498
60,ET,27.396842968691978,28.53393387611008,1150454.863725163
61,FK,0.0,5.38829823708395,26610.623645197604
62,FO,0.0,1.4392618900696958,
63,FJ,3.006654551960659,1.0730075924077576,403770.0657462304
64,FI,1.5186746371221507,1.7317565632792566,1678489.194105365
65,FR,9.48681257428949,3.0510791476734163,1150705.0477530917
66,GF,0.46546100359025533,0.4936181143651566,80206.27947947252
67,GA,0.9428257371021803,0.41077499860541183,260034.62382841442
68,GE,83.10410531228962,24.50739577631532,125802.35869655032
69,DE,1.7784352021845882,1.116620647960218,900284.3708947063
70,GH,16.83742584592751,16.073986112615167,230689.8602555844
71,GI,48.06596418,30.98467086,
72,GR,69.36030767321641,28.347883678331165,209630.0030066604
73,GL,0.0,0.0,6148458.656223804
74,GD,8.333150095,13.47446911,
75,GP,9.946563897763513,6.950523039765068,1247.0925482581108
76,GT,1.1556306365292406,1.0992443102596112,117378.6955941801
77,GN,10.085854869240976,20.965110747974634,252086.39784168208
78,GW,2.70529346586536,2.6472414753997153,32611.384208694813
79,GY,0.9572870793587879,0.45488453241733817,210104.50583054213
80,HT,6.184378487222888,4.467154391621586,28308.888838259438
81,HN,0.9175939112655984,1.080032291327795,118277.15078956334
82,HU,1.2876310319999995,1.1641231639999998,199413.34341012413
83,IS,0.0,1.08280436804684,488152.6617050013
84,IN,30.494259695378645,21.306085240363043,3761266.3761276733
85,ID,23.935170095642196,8.925760608911421,1832780.6561548496
86,IR,66.85104643831349,40.14382572122499,2263410.7573911757
87,IQ,58.97458393860096,36.6643587231758,619742.1589816895
88,IE,1.6357644652808478,0.7919114575996408,181908.97381971998
89,IM,0.0,4.976552229400558,
90,IL,87.03051743412004,54.97082753228222,35752.571551918765
91,IT,46.40125685755297,16.678335147979798,546854.4350861922
92,JM,11.657895882124933,6.302038777086393,11433.084593432795
93,JP,0.5973677231893315,0.5731914180077096,572176.1870200853
94,JE,0.0,13.54248473,
95,JO,79.02769796185584,49.902279793769594,120137.77074401693
96,KZ,52.80102890322576,27.580198392108116,5721094.16029977
97,KE,11.28570922851004,28.988906573549226,571018.3766426074
98,KW,47.08285370491335,71.02419318617373,22195.416879667027
99,KG,63.43358182022134,55.8585909318977,88239.67596432223
100,LA,5.959214597913618,3.797144990060619,256185.23955897032
101,LV,1.45796692641997,1.2445604887596575,211586.61139686767
102,LB,86.89903037373585,50.71153474941782,14869.15912798525
103,LS,15.416046445805216,25.310617727607838,40660.836985507136
104,LR,1.272059961400551,0.6463033056346933,96540.73779536418
105,LY,46.464381264856414,27.97231865626918,1992293.2161133261
106,LI,0.9295746070000002,0.713791809,
107,LT,1.697441194566911,1.2692018682271307,199629.11580264222
108,LU,0.9902696166739142,0.7223808390135431,6246.842699196852
109,MK,53.717560353983195,18.202791556208137,44609.92845530709
110,MG,7.726911727493542,2.308126378420462,661029.4422071356
111,MW,5.224874862892512,6.617770250529746,98286.67358428007
112,MY,0.5877025939370213,0.5168381825155852,324360.91354776785
113,ML,16.450179853942416,28.002412630652277,1352541.848239036
114,MT,68.77998297793687,46.19024385516968,529.1214421681458
115,MQ,17.08769814473779,2.539660864130443,
116,MR,96.76592990734447,52.6140773442854,1156195.9436383655
117,MU,0.776887483,3.446001766,273.62743158152557
118,YT,0.0,0.0,
119,MX,36.29135081409499,14.450455358702722,2332061.949300888
120,MD,2.2344484577988197,2.007300744062257,72125.25547359038
121,MC,5.051459826,1.726984902,
122,MN,18.960004132883917,30.623609527138562,2597298.732069893
123,ME,1.235131172565929,0.8479050341340363,
124,MS,0.0,10.45098999,
125,MA,88.05693243854921,54.03104543007801,561424.9913576553
126,MZ,7.075969067314552,5.470450578791455,853384.1172290101
127,MM,5.691517471059186,1.7773303885263787,759574.591688689
128,NA,10.79122846848773,34.68848598201495,863017.1555338452
129,NP,13.821071526342507,17.88958645470868,175079.95099035467
130,NL,1.5893991641557768,0.957189826022884,86055.38760648327
131,NC,0.0,3.459762381994274,19560.230011569776
132,NZ,8.280793402233316,1.6889892223673353,460615.68630919117
133,NI,1.6358097128640685,0.8753065228514788,124691.31537897125
134,NE,7.06846782769502,18.566028022703847,1283531.4335633477
135,NG,7.99840719893199,9.818772477549338,923345.2339301582
136,KP,2.782832866892398,2.1952734553230298,205113.91481395526
137,NO,0.6906920646858725,0.7799497403912504,1658449.5899702162
138,OM,12.2982657634071,31.824832185506086,348919.6845047392
139,PK,59.303815534139275,40.81157452532948,991310.161987627
140,PA,0.9380346181644794,0.6339345282704804,73742.12567855224
141,PG,1.0425896750055421,0.45363479923415934,454329.8549616592
142,PY,1.1237127846314345,1.5865879311716946,470724.21680626145
143,PE,29.279956056949477,13.242471707981219,1300452.724860808
144,PH,7.914907597239066,2.213227109366795,295137.9196438052
145,PL,2.1000074092367216,1.9979534024623682,821481.6372666237
146,PT,52.26872590479195,17.081914693051125,148031.75255253076
147,PR,21.654581792106406,2.0775622966738885,9186.166426354479
148,QA,43.144985041974984,60.070667406179815,13725.403783447908
149,RE,2.323915763883036,12.013842581311835,1008.2225133857161
150,RO,4.193375016743305,1.7369068048211753,487585.7855237056
151,RU,20.768578681827417,3.6628078627846574,130194392.64425406
152,RW,68.89117872983053,75.29387102617709,23436.546417549907
153,WS,0.0,0.9100331987223297,2288.6531063899592
154,SM,17.74792915,6.090027278,
155,ST,30.11612956,25.577183159251586,
156,SA,18.298273735352385,28.365195144424636,2318428.5632595387
157,SN,80.81773485657436,52.79134188232478,208459.1855091001
158,RS,3.5970282666495734,2.3042735459466095,170425.84352591672
159,SL,1.3364055263651402,0.8093878956891136,72805.27411887037
160,SG,0.0,0.9263012554489423,342.0167851396299
161,SK,1.288100538143574,1.192123549642281,111700.02089052495
162,SI,1.180189447734468,1.0872005742566588,41954.52900399034
163,SB,0.0,0.8599889526089556,23891.906715154306
164,SO,70.98942379243411,47.006269094033314,639539.5875244451
165,ZA,40.75993923399581,21.134348729850736,1487103.147022668
166,KR,0.7469580057608087,1.0661120342058328,144214.11764290344
167,ES,80.7602232971165,31.410730987968826,855686.8745695107
168,LK,23.197940696270592,5.036244421160465,65646.71713006424
169,KN,6.384795676,4.319000506,
170,LC,43.42594979,14.14448058,
171,PM,0.0,16.066780527137983,
172,VC,0.0,9.232881605,
173,SD,53.29290224865695,49.45259210247219,2572465.315377602
174,SR,0.6649869970280264,0.5843451184906617,142201.46870111598
175,SJ,0.0,45.42733786,
176,SZ,1.546443438050121,2.8160162102471267,21726.454442938597
177,SE,2.775544648700808,1.6935111265970495,2065149.475027506
178,CH,1.320122725443835,0.7373232333017213,80642.17549866992
179,SY,79.16866366014544,48.4733248385318,279368.50662582996
180,TW,2.0467907660204303,2.6137449999666096,
181,TJ,72.46959253095152,49.12953702832727,72869.49412689902
182,TZ,6.719206674554433,29.056314859667413,894896.8067489667
183,TH,7.3014539409490835,3.9455157758335284,549291.1658516797
184,BS,0.0,27.35628595871462,11832.348009021356
185,GM,6.451935421999999,13.642473011059343,10902.406174951742
186,TG,9.165842153552733,10.943808264555683,58801.93490803675
187,TO,0.0,12.675336914389902,
188,TT,57.217037678980624,22.719175931852796,4956.039829076912
189,TN,69.81068133826376,40.11433340690441,224578.73359663974
190,TR,58.04273371771184,22.240873456833558,1273816.9480360488
191,TM,67.64100616484147,44.23466923488805,645461.3877436949
192,TC,0.0,12.66219083,
193,UG,78.96933644868233,87.90221767322929,203484.09422691076
194,UA,37.651388633004494,6.238188651162133,1371818.9232348623
195,AE,11.547725263588427,47.27150875150081,83966.43337614929
196,GB,3.341076447586785,1.2483443521326871,677750.2714601741
197,US,35.71546543194728,9.087076286808589,20807481.921598736
198,UY,0.5819043301460927,0.46909457782631686,246742.7337775665
199,UZ,73.09337788569918,50.213831539563934,683370.6849676609
200,VU,0.0,2.0534842504803934,10954.567148866123
201,VE,6.928517779599376,4.584609544689821,915536.2355181811
202,VN,17.74965479768291,4.724603474187964,354775.5848711548
203,VG,23.41098448,13.24066099,
204,EH,0.0,56.095185405249104,284466.5863683533
205,YE,46.98188703138519,48.63270303588697,487255.88967357733
206,ZM,5.323963646757916,6.714269033831594,783235.1648715616
207,ZW,4.026919902588986,10.122500740913457,433065.22631963395
208,FSU,22.839369768991926,5.205630804691022,139660571.73673505
209,OCE,64.03820104578134,22.315449502685116,10810817.096936906
210,SAS,26.933153761341142,16.22573092875539,10434745.130592262
211,UN-EASIA,38.428855971453615,26.090694728749593,14971164.78327648
212,BRA,2.652893060671342,1.8989932826631866,8878082.27293213
213,CAN,8.376902523465452,2.6855742526188093,42738501.0975513
214,CEU,5.272737811197231,2.5005771863188007,3095783.9858931983
215,CHN,40.87674669107423,27.735623384346905,14049660.563799536
216,EAF,41.61153027832593,39.16382044758221,5996279.543843229
217,INDIA,30.494259695378645,21.306085240363043,3761266.3761276733
218,INDO,23.935170095642196,8.925760608911421,1832780.6561548496
219,JAP,0.5973677231893315,0.5731914180077096,572176.1870200853
220,KOR,1.9423566684478317,1.7291184294078563,349328.03245685867
221,MEX,36.29135081409499,14.45045535870272,2332061.949300888
222,NAF,67.04487588749139,46.21592411133144,6298573.790605047
223,RCAM,3.0208591928064874,2.3642138584858143,790878.1905744921
224,RSAF,7.256868731566796,18.0101116134499,5937983.163161493
225,RSAM,27.39877529269149,7.4715009776246575,11334668.381232535
226,RSAS,48.65600731493959,31.120956143578173,2093488.2047458922
227,RUS,20.768578681827417,3.6628078627846574,130194392.64425406
228,SAF,40.75993923399581,21.134348729850736,1487103.147022668
229,SEAS,7.503928730340449,2.7894442296234208,2747209.893563847
230,STAN,53.182881330757304,29.600425229995803,8166485.424719702
231,TUR,58.04273371771184,22.240873456833558,1273816.9480360488
232,UKR,37.651388633004494,6.238188651162133,1371818.9232348623
233,USA,35.709260518813686,9.083983065462649,20816668.08802509
234,WAF,18.095429019197905,21.100704030592105,12047573.466450632
235,WEU,12.866411232846046,5.352044196422706,11133823.446103927
236,Europe without Switzerland,13.191041857806807,5.452961340213921,12002363.004823238
237,RER,48.95045,5.91858,
238,Europe-CH,48.96212,5.95132,
239,RAF,73.08386,59.28154,
240,RAS,44.43643,22.84553,
241,RLA,37.84554,6.34764,
242,RNA,35.50311,8.80785,
243,RME,60.2636,40.97087,
244,ENTSOE,49.97379,5.68798,
245,BRIC,36.90386,21.70243,
246,BRICS,36.97025,21.70108,
247,OECD,47.30533,8.74404,
248,OECD+BRIC,40.83283,17.45632,
249,OECD+BRICS,40.82811,17.48948,
250,CS,5.34259,3.29108,
251,PS,85.69279,54.0157,
252,OCEANIA,70.64868,19.47827,
253,GLO,45.74,20.3,
254,RoW,45.74,20.3,
255,CN-HN,45.84727840268823,27.080652570717337,11452361.831729643
256,BR-AC,2.652893060671342,1.8989932826631863,8878082.27293213
257,UCTE,48.95045,5.91858,
258,CA-SK,8.376902523465452,2.6855742526188093,42738501.0975513
259,US-PR,35.71546543194728,9.087076286808589,20807481.921598736
260,US only,35.71546543194728,9.087076286808589,20807481.921598736
261,CA-QC,8.376902523465452,2.6855742526188093,42738501.0975513
262,IN-Northern grid,30.494259695378645,21.306085240363043,3761266.3761276733
263,BR-SP,2.652893060671342,1.8989932826631863,8878082.27293213
264,World,45.74,20.3,
265,BR-CE,2.652893060671342,1.8989932826631863,8878082.27293213
266,BR-AP,2.652893060671342,1.8989932826631863,8878082.27293213
267,APAC,44.43643,22.84553,
268,IN-OR,30.494259695378645,21.306085240363043,3761266.3761276733
269,US-RFC,35.71546543194728,9.087076286808589,20807481.921598736
270,CN-GS,45.84727840268823,27.080652570717337,11452361.831729643
271,IN-Southern grid,30.494259695378645,21.306085240363043,3761266.3761276733
272,CA-NB,8.376902523465452,2.6855742526188093,42738501.0975513
273,BR-PE,2.652893060671342,1.8989932826631863,8878082.27293213
274,BR-RJ,2.652893060671342,1.8989932826631863,8878082.27293213
275,US-SERC,35.71546543194728,9.087076286808589,20807481.921598736
276,CN-NM,45.84727840268823,27.080652570717337,11452361.831729643
277,CN-JL,45.84727840268823,27.080652570717337,11452361.831729643
278,CA-NS,8.376902523465452,2.6855742526188093,42738501.0975513
279,IN-PY,30.494259695378645,21.306085240363043,3761266.3761276733
280,BR-MT,2.652893060671342,1.8989932826631863,8878082.27293213
281,CN-FJ,45.84727840268823,27.080652570717337,11452361.831729643
282,XK,3.5970282666495734,2.3042735459466095,170425.84352591672
283,BR-GO,2.652893060671342,1.8989932826631863,8878082.27293213
284,CN-CSG,45.84727840268823,27.080652570717337,11452361.831729643
285,CA-AB,8.376902523465452,2.6855742526188093,42738501.0975513
286,CA-ON,8.376902523465452,2.6855742526188093,42738501.0975513
287,US-TRE,35.71546543194728,9.087076286808589,20807481.921598736
288,CA-MB,8.376902523465452,2.6855742526188093,42738501.0975513
289,BR-RR,2.652893060671342,1.8989932826631863,8878082.27293213
290,HK,45.84727840268823,27.080652570717337,11452361.831729643
291,IAI Area__ Africa,73.08386,59.28154,
292,BR-Mid-western grid,2.652893060671342,1.8989932826631863,8878082.27293213
293,BR-BA,2.652893060671342,1.8989932826631863,8878082.27293213
294,BR-ES,2.652893060671342,1.8989932826631863,8878082.27293213
295,CN-SC,45.84727840268823,27.080652570717337,11452361.831729643
296,IN-TN,30.494259695378645,21.306085240363043,3761266.3761276733
297,CN-GX,45.84727840268823,27.080652570717337,11452361.831729643
298,IN-CT,30.494259695378645,21.306085240363043,3761266.3761276733
299,BR-PR,2.652893060671342,1.8989932826631863,8878082.27293213
300,IN-MP,30.494259695378645,21.306085240363043,3761266.3761276733
301,CN-HE,45.84727840268823,27.080652570717337,11452361.831729643
302,CA-YK,8.376902523465452,2.6855742526188093,42738501.0975513
303,IN-RJ,30.494259695378645,21.306085240363043,3761266.3761276733
304,BR-MS,2.652893060671342,1.8989932826631863,8878082.27293213
305,US-WECC,35.71546543194728,9.087076286808589,20807481.921598736
306,CA-BC,8.376902523465452,2.6855742526188093,42738501.0975513
307,CN-YN,45.84727840268823,27.080652570717337,11452361.831729643
308,CN-QH,45.84727840268823,27.080652570717337,11452361.831729643
309,North America without Quebec,35.50311,8.80785,
310,BR-PB,2.652893060671342,1.8989932826631863,8878082.27293213
311,IAI Area__ Asia__ without China and GCC,44.43643,22.84553,
312,BR-MG,2.652893060671342,1.8989932826631863,8878082.27293213
313,BR-Southern grid,2.652893060671342,1.8989932826631863,8878082.27293213
314,CN-NX,45.84727840268823,27.080652570717337,11452361.831729643
315,CN-AH,45.84727840268823,27.080652570717337,11452361.831729643
316,IAI Area__ EU27 & EFTA,48.95045,5.91858,
317,CN-JS,45.84727840268823,27.080652570717337,11452361.831729643
318,IN-UP,30.494259695378645,21.306085240363043,3761266.3761276733
319,CN-HB,45.84727840268823,27.080652570717337,11452361.831729643
320,CN-SD,45.84727840268823,27.080652570717337,11452361.831729643
321,BR-SE,2.652893060671342,1.8989932826631863,8878082.27293213
322,IAI Area__ Russia & RER w/o EU27 & EFTA,48.95045,5.91858,
323,US-ASCC,35.71546543194728,9.087076286808589,20807481.921598736
324,CN-CQ,45.84727840268823,27.080652570717337,11452361.831729643
325,RER w/o RU,48.95045,5.91858,
326,US-NPCC,35.71546543194728,9.087076286808589,20807481.921598736
327,CN-HL,45.84727840268823,27.080652570717337,11452361.831729643
328,CN-SX,45.84727840268823,27.080652570717337,11452361.831729643
329,CA-NT,8.376902523465452,2.6855742526188093,42738501.0975513
330,CN-XZ,45.84727840268823,27.080652570717337,11452361.831729643
331,IN-KL,30.494259695378645,21.306085240363043,3761266.3761276733
332,SS,53.29290224865695,49.45259210247219,2572465.315377602
333,US-HICC,35.71546543194728,9.087076286808589,20807481.921598736
334,CN-XJ,45.84727840268823,27.080652570717337,11452361.831729643
335,CN-LN,45.84727840268823,27.080652570717337,11452361.831729643
336,UN-OCEANIA,64.03820104578134,22.315449502685116,10810817.096936906
337,CA-PE,8.376902523465452,2.6855742526188093,42738501.0975513
338,CN-TJ,45.84727840268823,27.080652570717337,11452361.831729643
339,BR-PI,2.652893060671342,1.8989932826631863,8878082.27293213
340,CN-GD,45.84727840268823,27.080652570717337,11452361.831729643
341,UN-SEASIA,7.503928730340449,2.7894442296234208,2747209.893563847
342,IN-DL,30.494259695378645,21.306085240363043,3761266.3761276733
343,Canada without Quebec,8.376902523465452,2.6855742526188093,42738501.0975513
344,BR-TO,2.652893060671342,1.8989932826631863,8878082.27293213
345,WECC,35.50311,8.80785,
346,CN-BJ,45.84727840268823,27.080652570717337,11452361.831729643
347,CN-HA,45.84727840268823,27.080652570717337,11452361.831729643
348,CN-HU,45.84727840268823,27.080652570717337,11452361.831729643
349,CN-SH,45.84727840268823,27.080652570717337,11452361.831729643
350,BR-SC,2.652893060671342,1.8989932826631863,8878082.27293213
351,BR-AM,2.652893060671342,1.8989932826631863,8878082.27293213
352,BR-DF,2.652893060671342,1.8989932826631863,8878082.27293213
353,BR-MA,2.652893060671342,1.8989932826631863,8878082.27293213
354,BR-RN,2.652893060671342,1.8989932826631863,8878082.27293213
355,US-MRO,35.71546543194728,9.087076286808589,20807481.921598736
356,BR-South-eastern grid,2.652893060671342,1.8989932826631863,8878082.27293213
357,IN-WB,30.494259695378645,21.306085240363043,3761266.3761276733
358,IN-TR,30.494259695378645,21.306085240363043,3761266.3761276733
359,BR-AL,2.652893060671342,1.8989932826631863,8878082.27293213
360,CN-GZ,45.84727840268823,27.080652570717337,11452361.831729643
361,BR-PA,2.652893060671342,1.8989932826631863,8878082.27293213
362,BR-North-eastern grid,2.652893060671342,1.8989932826631863,8878082.27293213
363,IN-Eastern grid,30.494259695378645,21.306085240363043,3761266.3761276733
364,IN-UT,30.494259695378645,21.306085240363043,3761266.3761276733
365,BR-RS,2.652893060671342,1.8989932826631863,8878082.27293213
366,IAI Area__ North America,35.50311,8.80785,
367,Europe without Austria,48.95045,5.91858,
368,CN-JX,45.84727840268823,27.080652570717337,11452361.831729643
369,IN-AS,30.494259695378645,21.306085240363043,3761266.3761276733
370,BR-RO,2.652893060671342,1.8989932826631863,8878082.27293213
371,IAI Area__ Gulf Cooperation Council,60.2636,40.97087,
372,IN-GJ,30.494259695378645,21.306085240363043,3761266.3761276733
373,ENTSO-E,48.95045,5.91858,
374,IN-AP,30.494259695378645,21.306085240363043,3761266.3761276733
375,CA-NU,8.376902523465452,2.6855742526188093,42738501.0975513
376,IAI Area__ South America,37.84554,6.34764,
377,CN-ZJ,45.84727840268823,27.080652570717337,11452361.831729643
378,CW,21.654581792106406,2.0775622966738885,9186.166426354479
379,IN-Western grid,30.494259695378645,21.306085240363043,3761266.3761276733
380,CA-NF,8.376902523465452,2.6855742526188093,42738501.0975513
381,IN-North-eastern grid,30.494259695378645,21.306085240363043,3761266.3761276733
382,IN-ML,30.494259695378645,21.306085240363043,3761266.3761276733
383,IN-PB,30.494259695378645,21.306085240363043,3761266.3761276733
384,Europe__ without Russia and Türkiye,48.95045,5.91858,
385,IN-JH,30.494259695378645,21.306085240363043,3761266.3761276733
386,BR-Northern grid,2.652893060671342,1.8989932826631863,8878082.27293213
387,CN-SA,45.84727840268823,27.080652570717337,11452361.831729643
388,RER w/o DE+NL+RU,48.95045,5.91858,
389,CN-SGCC,45.84727840268823,27.080652570717337,11452361.831729643
390,IN-MH,30.494259695378645,21.306085240363043,3761266.3761276733
391,IN-MN,30.494259695378645,21.306085240363043,3761266.3761276733
392,RER w/o CH+DE,48.95045,5.91858,
393,IN-KA,30.494259695378645,21.306085240363043,3761266.3761276733
394,IN-HR,30.494259695378645,21.306085240363043,3761266.3761276733
395,IN-BR,30.494259695378645,21.306085240363043,3761266.3761276733
396,NORDEL,48.95045,5.91858,
397,CENTREL,48.95045,5.91858,
398,IN-GA,30.494259695378645,21.306085240363043,3761266.3761276733
399,IN-AR,30.494259695378645,21.306085240363043,3761266.3761276733
400,IN-HP,30.494259695378645,21.306085240363043,3761266.3761276733
401,IN-NL,30.494259695378645,21.306085240363043,3761266.3761276733
402,IN-SK,30.494259695378645,21.306085240363043,3761266.3761276733
403,UCTE without Germany,48.95045,5.91858,
404,IN-JK,30.494259695378645,21.306085240363043,3761266.3761276733
405,Europe without Switzerland and Austria,48.95045,5.91858,
406,AU-NSW,72.79001338025758,25.406232462946438,9435406.132937845
407,AU-QLD,72.79001338025758,25.406232462946438,9435406.132937845
408,AU-SA,72.79001338025758,25.406232462946438,9435406.132937845
409,AU-TAS,72.79001338025758,25.406232462946438,9435406.132937845
410,AU-VIC,72.79001338025758,25.406232462946438,9435406.132937845
411,AU-WA,72.79001338025758,25.406232462946438,9435406.132937845
412,BR-South-eastern/Mid-western grid,2.652893060671342,1.8989932826631863,8878082.27293213
413,CN-CCG,45.84727840268823,27.080652570717337,11452361.831729643
414,CN-ECGC,45.84727840268823,27.080652570717337,11452361.831729643
415,CN-NCGC,45.84727840268823,27.080652570717337,11452361.831729643
416,CN-NECG,45.84727840268823,27.080652570717337,11452361.831729643
417,CN-NWG,45.84727840268823,27.080652570717337,11452361.831729643
418,CN-SWG,45.84727840268823,27.080652570717337,11452361.831729643
419,IN-CH,30.494259695378645,21.306085240363043,3761266.3761276733
420,IN-DD,30.494259695378645,21.306085240363043,3761266.3761276733
421,IN-DN,30.494259695378645,21.306085240363043,3761266.3761276733
422,IN-MZ,30.494259695378645,21.306085240363043,3761266.3761276733
423,RoE,48.95045,5.91858,
424,US-CA,35.71546543194728,9.087076286808589,20807481.921598736
425,US-CO,35.71546543194728,9.087076286808589,20807481.921598736
426,US-FL,35.71546543194728,9.087076286808589,20807481.921598736
427,US-IA,35.71546543194728,9.087076286808589,20807481.921598736
428,US-ID,35.71546543194728,9.087076286808589,20807481.921598736
429,US-IL,35.71546543194728,9.087076286808589,20807481.921598736
430,US-IN,35.71546543194728,9.087076286808589,20807481.921598736
431,US-MN,35.71546543194728,9.087076286808589,20807481.921598736
432,US-ND,35.71546543194728,9.087076286808589,20807481.921598736
433,US-NE,35.71546543194728,9.087076286808589,20807481.921598736
434,US-OH,35.71546543194728,9.087076286808589,20807481.921598736
435,US-OR,35.71546543194728,9.087076286808589,20807481.921598736
436,US-SD,35.71546543194728,9.087076286808589,20807481.921598736
437,US-WA,35.71546543194728,9.087076286808589,20807481.921598736
438,US-WI,35.71546543194728,9.087076286808589,20807481.921598736
